speechid	speechpath	speaker_id	review_score	transcript	category	speaker_gender	speaker_age
NLLPuIoT251tJOkd4fAR	audio/de22321f-bbcb-4b32-831e-5771ccef6856.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	ഞാൻ ഒരു പാട്ട് പാടട്ടെ.	conversation	Male	30-40
NbmNpos5EvIIUmy10znw	audio/9271a009-43da-4631-8838-0d5275847ea5.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	ഉണ്ട ചോറിനു നന്ദി കാട്ടണം.	proverb	default	default
NqEeE3OJefS4u9pIt9xS	audio/adcf79a5-e302-4d49-b4ef-81ab550cbf11.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	എന്റെ വീട് പാലക്കാട് ആണ്	default	default	default
NqnZMvxOX6HcJj13M7qu	audio/623bdcce-25ec-4ab8-9fc3-c56231897e43.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ഇരുന്നിട്ട് വേണം കാൽ നീട്ടാൻ.	proverb	Female	30-40
NtD0xjRfnvbbs4dKhRBw	audio/b33623ff-c24b-4647-89b8-5dec07368787.wav	LTokmTKpwaO6Bdb5fTtoSLYMc8e2	4	പാണ്ടൻ നായുടെ പല്ലിനു ശൗര്യം പണ്ടേപോല ഫലിയ്‌ക്കുന്നില്ല.	proverb	default	default
OE5IjTzzjyXEgsxBfgjk	audio/7d2b9c06-0f2c-4639-8173-99475cfc4e02.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	കയ്യിൽ കാശുണ്ടോ?	conversation	Male	30-40
OJkbbpuLJdQWVrKDYkII	audio/7a8fe27e-382d-4a58-9b89-1b8a5de323ff.wav	AzQ1CqU4MZXCAVzqDnLE50H72Jm1	4	പാണ്ടൻ നായുടെ പല്ലിനു ശൗര്യം പണ്ടേപോല ഫലിയ്‌ക്കുന്നില്ല.	proverb	default	default
OKZpquAgClxlpOzviUn9	audio/9613d6c3-e23b-4662-a484-174f8b38624e.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	ചട്ടുവമറിയുമോ കറിയുടെ രസം?	proverb	Male	30-40
OTAWaAMikPCcf7OnfEga	audio/6c9c7193-6eb7-4f2c-a3bb-23b6300c43d4.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	അമ്മയ്ക്കു പ്രാണവേദന മകൾക്കു വീണവായന.	proverb	Female	30-40
OXwOeH5ybSfTE2Jwgueb	audio/ef5ecaf9-62ad-4eee-b0cd-429d2812c0ca.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	വായിക്കുന്ന കാര്യമാണ് കഷ്ടം.	conversation	Male	30-40
Offn63YyjwAA4WpK3g3l	audio/54b49cee-c7e5-421f-9e86-c4bbaf3437df.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	എന്റെ വീട് പാലക്കാട് ആണ്	default	Female	30-40
Oi7bmATtY21KpqtdK3cd	audio/3ee3a457-7243-47a5-af03-b4b210ec0a2c.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	വേണമെങ്കിൽ ചക്ക വേരിലും കായ്ക്കും.	proverb	Female	30-40
OmbhAEHfNpwWVNeLDJfT	audio/3abdb753-b367-499a-afa1-dc87595f868c.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	4	മല എലിയെ പെറ്റു	story	default	default
OqJVCdeeVFtCJBAWX3f1	audio/d634af0f-eb66-4a81-8d60-19f8144f3d17.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	പഞ്ചസാരയ്ക്കൊക്കെ ഇപ്പൊ എന്താ വില?	conversation	Female	30-40
OvLumpudyvjflKjFx6rm	audio/c39f516a-57f4-4a49-bf4a-6546024879d9.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	അരിമണിയൊന്ന് കൊറിക്കാനില്ല കരിവളയിട്ട്‌ കിലുക്കാൻ മോഹം.	proverb	default	default
P0UDKlEEuamSLhnbFLcn	audio/17985f95-94ad-42e0-86b9-3b60e2f22106.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	സുഖമല്ലേ?	conversation	Male	30-40
P5F0jc7Gfzwb8C94W39f	audio/3ba680a7-fad5-4c35-9f22-af01c481bc4a.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	4	ആധാർ കാർഡ് കൊണ്ടുവന്നിട്ടുണ്ടോ?	conversation	default	default
P6KZQ6hplSjZFivIxR5D	audio/2f908110-867a-49ad-8d73-0b1a81e18852.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	സ്വപ്നം കണ്ട് ഞെട്ടിയുണരുന്നു.	conversation	Male	30-40
PBURRt3VtPC9yvFFWZSm	audio/657533cb-1eec-4e72-9525-0274da1599c7.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	4	ആരെങ്കിലും പറഞ്ഞാൽ അങ്ങനെ വിശ്വസിക്കാമോ?	conversation	default	default
PBwmYRGgiFtgZn7eytW5	audio/cf9156f5-1405-444c-8bbe-4907159792a5.wav	W25drYULyTQsP57oZsKYvaHHjxu1	4	നാളെ എനിയ്ക്ക് അവധിയാണ്.	conversation	default	default
PEJUwhjfY773CDuH2INM	audio/d5ab4f34-3e4d-4dd9-9349-5fed569cc7a5.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	നാളെ എനിയ്ക്ക് അവധിയാണ്.	conversation	Male	30-40
PIcqF6ycK5BzayXwN7da	audio/f4559048-7eee-47f0-87ca-00fa58f3910a.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	ഡാൻസ് ക്ലാസ്സ് ഇപ്പൊ കുറച്ചു നാളായിട്ട് ഇല്ല.	conversation	Male	30-40
PJJLR6LvHfeRW060fnyn	audio/c111705c-16a7-4c07-bd83-8a9af9d29f5f.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ഇരുന്നിട്ട് വേണം കാൽ നീട്ടാൻ.	proverb	default	default
PMDhXvhA8N466s9Lxxgl	audio/64289c98-6024-44fa-bdbe-cfde430f5144.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	ഇതെല്ലാം ഞങ്ങളുടെ പണിയായുധങ്ങളാണ്.	conversation	Male	30-40
PNvjmFGW9f6HTOEWAIw3	audio/00b38e80-80b8-4f70-babf-566e848879fc.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	പാലം കടക്കുവോളം നാരായണ  പാലം കടന്നാലൊ കൂരായണ.	proverb	Male	30-40
POq4ufb9zASjaYSoHhd8	audio/f476030a-8010-4b6b-aecd-50536faa5e0c.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	ഐകമത്യം മഹാബലം	story	default	default
PayLeVJ3R5aETsXFpT4h	audio/a6fbc503-55c7-42e1-83d8-4b237b201580.wav	NqyS5DeJ3FMYGFdfeoenuXS8M2Q2	4	കള്ളൻ കപ്പലിൽ തന്നെ.	proverb	Male	30-40
PbOoh0zZPV0p7QVRF2qo	audio/948780fd-24c6-49d6-a70a-72b2f9314df7.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	നാളെ എനിയ്ക്ക് അവധിയാണ്.	conversation	default	default
PfQ6c20QAFNtGBaK7qzA	audio/f93579d8-3a9a-4403-8e34-005a022477a0.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	4	പൊക്കാളി വിതച്ചാൽ ആരിയൻ കൊയ്യുമോ?	proverb	default	default
PkeQaf6kqGMHRvT1FozK	audio/778cdffe-d220-4168-bca0-207cc81bf961.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	കാക്ക കുളിച്ചാല്‍ കൊക്കാവില്ല	story	Female	30-40
PmwkwFUstRSoxtjZ8BBM	audio/afba2c32-d67b-4c1a-b53d-9cd6a07bb653.wav	4g8oHH1MgvOvECpoSKbWWrRpWT82	4	പാലം കടക്കുവോളം നാരായണ  പാലം കടന്നാലൊ കൂരായണ.	proverb	Male	20-30
PnIRbfuDGhMgqcZZHqsx	audio/390d14a3-d538-4a9f-a477-71ea04ad6a35.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	നീ വരുന്നില്ലേ?	conversation	Male	30-40
PvrYawQ5d8dUppqfbnv2	audio/cb272086-0997-4457-95bb-30195dcadff3.wav	z3wZ4kXep4cqT5yjIt6nPkzvZl52	4	നീ താജ്മഹൽ കണ്ടിട്ടുണ്ടോ?	conversation	default	default
PwmWFrccKoiy4nlc6ItQ	audio/d80bd378-f77c-4df4-ae5c-06acda482d76.wav	RFuMSDlO5QhFudGIhKvRh5HeeTZ2	4	സ്വർണ്ണത്തിനൊക്കെ ഇപ്പൊ എന്താ വില?	conversation	default	default
Q2K21wqH6naUlwMj2Wwx	audio/f6e699ce-66a2-4e11-9819-5e246a446eb0.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	ഞാന്‍ ജനിച്ചിട്ട് മാസങ്ങളേ ആയിട്ടുള്ളൂ	story	default	default
Q37ZhJJfwoptePk0skhW	audio/95d96246-54f5-4551-b0bc-37d5a9190e49.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	വാക്കു കൊണ്ടു വയറു നിറയുകയില്ല.	proverb	default	default
Q4copFaZ1GCAV8zcFY72	audio/afeb7510-ab87-432a-b826-25bec1372a85.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	വിളഞ്ഞ കണ്ടത്തിൽ വെള്ളം തിരിക്കണ്ട.	proverb	Male	30-40
Q4ouF4eb2q0SHJYdJDd0	audio/43ef4429-fc28-42db-9ccd-06efab0cd2a8.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	4	തകരാറുകൾ എത്രം പെട്ടെന്ന് പരിഹരിക്കണം.	conversation	default	default
Q4rn2KHxNVOoT5EHid6w	audio/b35430d3-0294-4af8-8c58-ee90de394bfa.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	ജോലി വല്ലതുമായോ?	conversation	Male	30-40
QAjhbKh3UKefEAhuxiAX	audio/06c4c259-f008-42d7-8d22-3b69fcecd9cb.wav	4g8oHH1MgvOvECpoSKbWWrRpWT82	4	നിനക്ക് ഇന്റർനെറ്റ് കിട്ടുന്നുണ്ടോ?	conversation	Male	20-30
QCZEhOwiDQVR5TkrgYqT	audio/e2eb1f18-d68f-4d56-bb27-eec5bdc1d7e1.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	ഹൊ ഇതിന്റെയൊന്നും ഒരാവശ്യവുമില്ല.	conversation	Male	30-40
QFR3RrU1m17xV7wIJBYV	audio/538e908a-135f-4573-b473-922a037a9ff1.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	കുരുത്തക്കേടു് കുന്നിക്കുരുവോളം മതി.	proverb	Female	30-40
QGiD3sNjLLfNDHBNhvpC	audio/ad035eda-4085-4d7b-b2e7-3eccf98ef069.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	വാക്കു കൊണ്ടു കോട്ട കെട്ടുക.	proverb	Male	30-40
QJ4K5X7ATcEmIQ4c5Gxl	audio/c12b6ff9-84e9-4326-a790-2f8525ace4a0.wav	6FzGR8AJFJSEml6AIs55fEgJmqX2	4	ചെമ്മീൻ തുള്ളിയാൽ മുട്ടോളം പിന്നെയും തുള്ളിയാൽ ചട്ടീല്.	proverb	default	default
QMyHeNiGgswdoKA6LYbE	audio/d0da4672-ace0-46ac-9238-c2b8bc1170e4.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	4	തൊടുപുഴ സൂപ്പർഫാസ്റ്റ് ഇന്നില്ലേ?	conversation	Male	30-40
QOjOMJKfuPr9J73VF7kG	audio/3cca6027-0091-40a5-9d67-b8ddac2600ac.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	അത്താഴം മുടക്കാൻ നീർക്കോലി മതി.	proverb	default	default
QRqhMESTGFycl8scFvYJ	audio/ace3751f-201a-4c4d-b71d-364a95a75f54.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	എന്നാലിന്നു അത്താഴപ്പട്ടിണി കിടക്കാന്‍ എനിക്കുദ്ദേശമില്ല	story	Male	30-40
QSrwK1mn6126VkzW3WV1	audio/085d7867-1698-4590-b34d-67af8589e88a.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	അത്തം വെളുത്താൽ ഓണം കറുക്കും.	proverb	default	default
QSurw3ki98ydTesxr3kR	audio/563c85c2-29c0-48f7-b030-5c96a0e56427.wav	b9br7qKM8QWW0h954mhTKmnDASI2	4	പണത്തിനു മീതെ പരുന്തും പറക്കില്ല	proverb	Female	20-30
QV2i7pcCs8O8PlrTAByU	audio/2cb37036-e240-4735-b764-7f9a8b3c0b30.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	4	ഒരു വെടിക്കു രണ്ടു പക്ഷി.	proverb	default	default
QV3As2ii8b0hWer30Z3G	audio/77576d53-fafe-4e0a-bc44-d33ba33b8120.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	അത്താഴം മുടക്കാൻ നീർക്കോലി മതി.	proverb	Female	30-40
QXfXQNQKceonKBawXase	audio/05c573af-c315-4570-a7a9-dbae9e8d3262.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	എന്നു പറഞ്ഞ വവ്വാല്‍ രണ്ടാമതും രക്ഷപ്പെട്ടു	story	Male	30-40
Qo7FAIX36OpIkEhyHuFZ	audio/24b35760-e648-4e69-b547-393c0611147c.wav	SAehMkLkVwQ72DFMr4SqCklMPOX2	4	ഓണം വരാനൊരു മൂലം വേണം.	proverb	default	default
QoquTRy6Yfl6B4Zo0ARC	audio/5c52accc-3af6-4632-b4b2-d1d0c8ee5cb9.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	സിനിമ തരക്കേടില്ലായിരുന്നു.	conversation	Female	30-40
QstcSj1IlbYFeuUOLNGq	audio/71fc3d86-7de6-4a7c-854b-d50f9df10883.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ക്ഷീരമുള്ളോരകിടിൻ ചുവട്ടിലും ചോരതന്നെ കൊതുകിന്നു കൌതുകം.	proverb	default	default
QxYnHzE8G9OfUlyXVSvX	audio/e58ff2b1-9d4a-4234-99d9-9398d1b0d463.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	മോൾക്ക് നീന്താൻ അറിയാമോ?	conversation	Male	30-40
QzdmPpQrmwUEufCPe2uK	audio/aae7d69a-16be-469c-aef7-83c64c8852b6.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	കോവിഡിനെതിരെ ജാഗ്രത പാലിക്കണം.	conversation	Male	30-40
R5NTHygDuBhGfI6kVpAL	audio/125dd1ff-293a-4b59-82fb-d456f7f274c4.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	തൊടുപുഴ സൂപ്പർഫാസ്റ്റ് ഇന്നില്ലേ?	conversation	default	default
R5Poq4nZvkQYS0YCmuso	audio/1720f4c5-a8d0-4060-8945-dab02ae82973.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	വിത്തുഗുണം പത്തുഗുണം.	proverb	Male	30-40
RCCdHqKKIDNOgxS3mo23	audio/a9f4aa83-9ad2-4101-806a-517a2dead3ca.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ഇരിക്കേണ്ടവൻ ഇരിക്കേണ്ടിടത്തിരുന്നില്ലെങ്കിൽ അവിടെ പട്ടി കയറി ഇരിക്കും.	proverb	default	default
RDZcNRctZf1PxcHQBOeh	audio/64165d87-2ffe-4eeb-b4fd-6cfe172bbf27.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	അക്കരെനിന്നാൽ ഇക്കരെപ്പച്ച ഇക്കരെ നിന്നാൽ അക്കരെപ്പച്ച.	proverb	Male	30-40
RFIjT3SimWJCj4KiRhE1	audio/a444a55c-1874-40fb-9bc4-aac4695733b3.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	തെളിച്ച വഴിയെ നടന്നിലെങ്കിൽ നടന്ന വഴിയെ തെളിക്കുക.	proverb	Female	30-40
RIDbfV1r3aiTFm3tK0bc	audio/865ff090-90bf-48a5-b8b2-e14319ab04dd.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	4	അണ്ണാനെ മരം കയറ്റം പഠിപ്പിക്കണോ?	proverb	default	default
RILsHm4h7hq2UwuJbSjh	audio/af97ff77-9b02-4ac1-88cf-99a3b04452fc.wav	KE6foqg02NaAWGWOJdG0MGyrG9D3	4	ഓണം വരാനൊരു മൂലം വേണം.	proverb	default	default
RJNntVaOVfQXSMpCoHVd	audio/bdfd957c-f3b9-4a57-91a3-67b7f5cc09ec.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	മിണ്ടാപ്പൂച്ച കലമുടക്കും.	proverb	Male	30-40
RPwIN6DCyhkQQmbFgkWu	audio/76c8b2bc-750a-4b97-973f-de7578a27ca1.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	കാക്കയും സർപ്പവും	story	Male	30-40
RagB4zXmU1aT7OCXe2cJ	audio/27fd3a6e-6b26-4e30-b61f-7915c10f48a8.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	4	കുരുത്തക്കേടു് കുന്നിക്കുരുവോളം മതി.	proverb	default	default
RdyrWVSnwKzTcTj85rcq	audio/a9d474c9-1346-4e27-8847-ef6e6bddd96d.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ഇരിക്കേണ്ടവൻ ഇരിക്കേണ്ടിടത്തിരുന്നില്ലെങ്കിൽ അവിടെ പട്ടി കയറി ഇരിക്കും.	proverb	Female	30-40
ReP5cNUPrEJpVaEvM6Ny	audio/c448a2e1-f686-4fcf-a329-a4e387b366be.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ഐക്യമത്യം മഹാബലം.	proverb	Female	30-40
RfZNpQJ7PT27kxmaSnmT	audio/3552ae6c-de39-4087-b04b-4fad5f9a7838.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	ഏവർക്കും സുഹൃത്തായ മുയൽ	story	Male	30-40
Rk8dM4hHqN9wmsMWBIuf	audio/c5cc0a99-ef0d-47a6-a341-02446425c1de.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	4	ഞാന്‍ കുടിക്കുന്ന ഉറവയില്‍ നിന്നാണ് നീ കുടിക്കുന്നത് എന്നായി ചെന്നായയുടെ അടുത്ത ആരോപണം	story	default	default
Rkvo8Rh4Qw5jPV0TfnF7	audio/4662e4bf-a043-4332-9ce9-aa314a2c879d.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	ഉണ്ട ചോറിനു നന്ദി കാട്ടണം.	proverb	Male	30-40
Rp9GhYSix3rnXP01tzBn	audio/5073d6be-efa3-4e13-9fe7-2b8521e657dc.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	അരമന രഹസ്യം അങ്ങാടിപ്പാട്ട്.	proverb	Female	30-40
RzbuTvWa0U2wcn97Tp0l	audio/3b40b2db-205c-4236-abf5-d349d6b993f1.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	നേരെ നോക്കി നടക്കണം കുട്ടീ!	conversation	Male	30-40
S1W9jlov93Z7lRgJqvsl	audio/9f75dd43-ecbb-447a-92a7-ccee75077478.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	4	നായയും എല്ലിന്‍ കഷ്ണവും	story	default	default
S3546bTcizyxBCmVHDYm	audio/f88cff28-b825-4b22-98b6-0c5dee45614a.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	ആഴത്തിൽ ഉഴുതു അകലെ നടണം.	proverb	Male	30-40
S3mEs57NCphZ8o36KVCI	audio/2c9df1fb-6abf-4b36-a502-9f8328e961d4.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ചെന്നായ് ആരോപണം മാറ്റി	story	Female	30-40
S5PRNMmmLAiiIGeekFmW	audio/91676612-aeda-4faf-bd78-d1bb53751e12.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	വീട്ടിൽ ആരൊക്കെയുണ്ട്?	conversation	Male	30-40
SBwhCaOYiGn8KaipOBtA	audio/1ab58baf-135d-4618-bbac-a72ced0f6d3e.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	പിശുക്കന്റെ ഗതി	story	Male	30-40
SCu8ote01G7X5Ft838sM	audio/9be63d0d-ea33-4487-9f54-a8df3cd0c941.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	എന്റെ കുഞ്ഞിന് നല്ല സുഖമില്ല.	conversation	Male	30-40
SFNGatuqS3BO6fZ1oNiZ	audio/d0a45f7f-bed2-4f5a-ad0a-28f8e235bde0.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	4	ഉള്ളം കൈയ്യിൽ നിന്ന് രോമം പറിക്കാമോ?	proverb	default	default
SK8n0bqgAF2mmJT7L4K3	audio/6833e07f-9271-45f4-8576-cc28e84b56a0.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	ഈ വനം നിറയെ കാടാണല്ലോ.	conversation	Male	30-40
SNCSzCGksuXxgNuHmCHe	audio/3377f1d2-9728-4fc1-826d-9489fb7b9243.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	4	പാത്രം നന്നായി കഴുകണം.	conversation	default	default
SNJkSGpiT7GRIbNeUgnF	audio/30d52770-b860-4617-bcbb-ddc2e00aea11.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	ഇവിടെ ഒരിത്തിരി പണിയുണ്ടായിരുന്നു.	conversation	Male	30-40
SNNmXXZGoUQxuJJ0eN2r	audio/44b5f815-cd8b-4153-a113-c5adffa01e71.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	ഉള്ളതു പറഞ്ഞാൽ ഉറിയും ചിരിക്കും.	proverb	default	default
SNq169IbEff8vWX8mU8B	audio/4813436e-bbe1-4bcf-bb97-961b44455afe.wav	b9br7qKM8QWW0h954mhTKmnDASI2	4	അരമന രഹസ്യം അങ്ങാടി പാട്ട്.	default	Female	20-30
SO045JslMA8aWXBPnfKL	audio/1b9172cc-a541-4e1f-b0cc-f75271ae0042.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ഓടുന്ന പട്ടിയ്ക്കു ഒരു മുഴം മുമ്പേ.	proverb	default	default
SVdvUM7bQyGATWU5kmV8	audio/effabe04-638c-43b8-8fb1-6e3f290d8415.wav	b9br7qKM8QWW0h954mhTKmnDASI2	4	മെല്ലെത്തിന്നാൽ മുള്ളും തിന്നാം.	proverb	Female	20-30
SZMFguOjFc8xOmHtW5Wv	audio/0f389c2f-95be-4f80-87c9-6fc2df2e8578.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	അങ്ങനെ പറ.	conversation	default	default
SZTSXacTthJBArs8vpxz	audio/b8d9f76d-c511-4136-a9a7-68e29c706152.wav	544ojIiLpHVKpVfq1T5XaLs25qq2	4	എല്ലാം ശരിയാകും.	conversation	default	default
SZU2GvmJuBrJBKWHiZW0	audio/5bd2519c-8816-4332-ac5c-280474e71548.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ഗരുഡൻ ആകാശത്തിൽ പറക്കും ഈച്ച അങ്കണത്തിൽ പറക്കും	proverb	Female	30-40
Saja7pXjTTjC9xim2IWK	audio/083b9810-75c8-42e3-b49e-bfabff20161c.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	മത്തിക്കറിയോളം വരുമോ?	conversation	Male	30-40
SeXxwnpxz2jZl4B4xk14	audio/5f8c772d-8461-4264-9326-405e0d6ff538.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	4	ഉണ്ടെങ്കിലോണം പോലെ അല്ലെങ്കിലേകാദശി.	proverb	default	default
SokXyDoeClVHPKDjIFSR	audio/71e381c6-d533-4164-92b1-3640808e4c5a.wav	g4eAoN3BEuVoazRlmPi4Ud2zTHd2	4	അണ്ണാൻ കുഞ്ഞും തന്നാലായത്.	proverb	default	default
SrWVSUhc0o6r0LpxDy7y	audio/6a10bce7-dc82-41bf-b7ae-7e902497a5cf.wav	c2UZvQV9xbYfBUw847Pypqb5PsS2	4	അത്താഴം മുടക്കാൻ നീർക്കോലി മതി.	proverb	Male	20-30
TCGC4CNkmeQSXaHegjJM	audio/bbd3e920-6df8-46a9-8c4e-e25e2aed52c1.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	4	എലിയെ പേടിച്ച് ഇല്ലം ചുട്ടു.	proverb	default	default
TR0yANJG2qyOr7xBBixD	audio/ce876f53-f3be-4d43-9c22-be9ac8f11cfe.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	മീനവിയൽ എന്തായോ എന്തോ?	conversation	default	default
TV20sjOx62ZvtUllP476	audio/6b4e1268-0453-4d17-a87c-6dc688f64e44.wav	LTokmTKpwaO6Bdb5fTtoSLYMc8e2	4	കാക്കയുടെ വിശപ്പും മാറും പശുവിന്റെ കടിയും മാറും.	proverb	default	default
TeyOxzb5xKQvHDQXqFdl	audio/4b7316de-2dd6-4afd-8de3-eebb18831b1c.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	നിറകുടം തുളുമ്പില്ല.	proverb	default	default
TzqnvBFzCkioCT2g4hhV	audio/aaa9d68b-c2e9-4dfd-aaad-c0a1fbe33daf.wav	AzQ1CqU4MZXCAVzqDnLE50H72Jm1	4	ഐകമത്യം മഹാബലം.	default	default	default
ULH3ao8qmnMA3pAudFKN	audio/23b70e99-2c5a-453e-94b6-298017dec2b8.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ഇതിന് നല്ല ഡിസ്കൗണ്ടുണ്ട്.	conversation	Female	30-40
UV2IBaeb2xh0MDZ8trAA	audio/0a3005af-7b3b-44ed-80df-495ab9034d3c.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	പാണ്ടൻ നായുടെ പല്ലിനു ശൗര്യം പണ്ടേപോല ഫലിയ്‌ക്കുന്നില്ല.	proverb	Female	30-40
UncMTP0olK25q9vY5UFu	audio/31e01af6-905f-4329-994e-daade25d663f.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	കുംഭത്തിൽ മഴ പെയ്താൽ കുപ്പയിലും മാണിക്യം.	proverb	default	default
UsQlqmSdduNi1a2qIYEr	audio/ae9d265b-4020-4ca9-96f6-46461d229119.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	എന്റെ വീട് പാലക്കാട് ആണ്	default	Male	30-40
VLWrKTJwYIN5g6Rsf07J	audio/1e4bcb20-4fb6-48d8-b7fb-253a06a106b5.wav	b9br7qKM8QWW0h954mhTKmnDASI2	4	ഇടി വെട്ടിയവനെ പാമ്പു കടിച്ചു.	proverb	Female	20-30
VX1q1N7Xc819KJqUbFb3	audio/2078b00b-28ad-4bf6-bae8-c8c942c56126.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	അപ്പുവിന് പാട്ട് വളരെ ഇഷ്ടമാണ്.	conversation	Male	30-40
VeOscozNSfv5tz1GqRpG	audio/5b95a690-653e-450f-a96b-65dbc8024cab.wav	Li6cyWawv0TavTANle4yTmzCDty2	4	ഓണം വരാനൊരു മൂലം വേണം.	proverb	Female	50-60
VpFBJATZ7GNq8r2IkKwx	audio/a10dfe46-9890-49a9-9c1d-3102623774e9.wav	3jBdkUX9NmUhEU9cikIgOsfM1KN2	4	അത്താഴം മുടക്കാൻ നീർക്കോലി മതി.	proverb	default	default
VrKZ5VM3FIT7MZONfLq9	audio/b3438877-98ec-43a6-bfab-a58f3a696179.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	4	ഇന്ന് നല്ല മഴയാണ്.	default	default	default
